ID,MIN
1,39.583333333333336
2,2311.86
3,1553.49
4,463.8333333333333
5,113.38666666666667
6,968.8233333333334
7,262.24
8,6.19
9,1478.0733333333333
10,1437.7966666666666
11,64.11333333333333
12,2286.64
13,831.9166666666666
14,766.8066666666666
15,2918.5333333333333
16,1813.6633333333334
17,2107.24
18,247.22
19,1362.6266666666668
20,722.5133333333333
21,165.52
22,2685.38
23,8.403333333333334
24,843.54
25,1010.7233333333334
26,685.7933333333333
27,2527.116666666667
28,19.593333333333334
29,69.58
30,23.616666666666667
31,21.606666666666666
32,3102.4166666666665
33,2092.6466666666665
34,66.21333333333334
35,1638.7066666666667
36,575.0433333333333
37,44.95666666666666
38,1732.1766666666667
39,374.2633333333333
40,469.3233333333333
41,48.60333333333333
42,2270.7566666666667
43,1314.53
44,147.97333333333333
45,2292.47
46,64.88666666666667
47,48.483333333333334
48,2346.16
49,611.3
50,283.7966666666667
51,1019.4433333333334
52,643.4766666666667
53,1730.29
54,112.32
55,2556.6366666666668
56,2682.7766666666666
57,2404.983333333333
58,6.65
59,2754.076666666667
60,596.0033333333333
61,87.91
62,1555.0
63,1137.05
64,839.63
65,2492.366666666667
66,13.993333333333334
67,1356.1
68,166.46333333333334
69,2166.1866666666665
70,2298.8233333333333
71,1446.0233333333333
72,2776.98
73,1151.4966666666667
74,49.163333333333334
75,2773.540476190476
76,1863.07
77,34.8
78,140.30666666666667
79,1576.2133333333334
80,2642.9266666666667
81,2649.64
82,743.6066666666667
83,85.43666666666667
84,50.42666666666667
85,880.67
86,165.32666666666665
87,2541.1033333333335
88,302.61333333333334
89,28.89
90,1417.9266666666667
91,1303.3433333333332
92,2888.63
93,428.2633333333333
94,131.67666666666668
95,703.52
96,891.87
97,2923.5333333333333
98,2151.82
99,2826.84
100,1810.81
101,2473.6466666666665
102,877.0033333333333
103,2362.5833333333335
104,1971.8733333333332
105,565.4166666666666
106,266.5
107,1311.73
108,37.17
109,438.60333333333335
110,1067.3033333333333
111,565.8733333333333
112,1143.5166666666667
113,199.59
114,1258.89
115,720.06
116,2476.81
117,2727.0066666666667
118,2800.7266666666665
119,198.52666666666667
120,1607.6833333333334
121,2060.4366666666665
122,679.1
123,5.56
124,5.916666666666667
125,390.68333333333334
126,1071.34
127,2209.2066666666665
128,44.833333333333336
129,107.28
130,2418.6066666666666
131,149.43666666666667
132,113.81333333333333
133,837.5866666666667
134,51.36
135,6.866666666666666
136,315.0933333333333
137,843.1933333333334
138,1862.8766666666668
139,78.79
140,270.57
141,1722.5066666666667
142,72.83333333333333
143,1377.9366666666667
144,1665.9
145,2929.2433333333333
146,263.5733333333333
147,1919.73
148,2178.0333333333333
149,1032.5066666666667
150,1390.4633333333334
151,1455.29
152,1561.7833333333333
153,669.7883333333333
154,138.50666666666666
155,548.22
156,2927.73
157,1830.43
158,1678.5466666666666
159,1505.37
160,1771.4666666666667
161,1849.42
162,2261.483333333333
163,343.98333333333335
164,2155.8533333333335
165,188.62333333333333
166,1792.7566666666667
167,139.00333333333333
168,1416.7433333333333
169,34.03333333333333
170,381.42333333333335
171,712.0933333333334
172,120.68333333333334
173,1646.9233333333334
174,2252.1
175,3007.51
176,2646.1433333333334
